,old_2
0,-4.761202472635611
1,-6.064169742152586
2,-4.624048913553334
3,-4.569047011177637
4,-3.6849999170601286
5,-4.71745502359608
6,-2.978437330067144
7,-2.4408748746176423
8,-2.9989400813605522
9,-2.9854642319650315
10,-2.0872540346647663
11,-4.0918533476574215
12,-3.8340061394841123
13,-3.12921871296986
14,-4.051306474793726
15,-3.8703050677768887
16,-2.0164409092509468
17,-1.5803182256227302
18,-1.7582950230889438
19,-2.433263334946088
20,-2.7693092387893214
21,-3.63640044832758
22,-2.570614721509685
23,-1.6930990397312176
24,-2.0573904152260205
25,-1.9595499701881813
26,-1.8543975877854728
27,-1.2278969955739862
28,-1.3603648167962308
29,-1.40652524302876
30,-0.6608464152215049
31,-0.7851645093577422
32,-2.322091796784624
33,-0.7369481673428413
34,-0.291867243814251
35,-0.9090531024902004
36,-1.2837561308080363
37,-0.823582839171927
38,-0.7735960543673628
39,-2.098977313999472
40,-0.7224573245312318
41,-0.5314208545090096
42,-0.3641825645882224
43,-0.4294084542189028
44,-0.7813650800282285
45,-0.4798646316156933
46,-0.9020568283859282
47,-0.6282706753301452
48,-1.3003970833022995
49,-1.1232462273090058
50,-1.5397567294248293
51,0.04023699757654853
52,-0.39465318156699764
53,-1.1558848766812597
54,-1.8172820647881907
55,-0.6120643516355571
56,-0.2700901656743132
57,-0.274200375219734
58,-0.7048703189768843
59,-0.17900021439820982
60,-0.520726058467113
61,-0.8873198204421382
62,-1.1929041024579532
63,-0.36766899922582374
64,-0.9257006267467416
65,-0.5310776766925938
66,-0.7345592920945422
67,-0.47953977064131437
68,-0.7904873082581114
69,0.10178033612041215
70,0.05803735019417228
71,-0.5334521310424553
72,-1.0958466456287754
73,-0.3217690867888209
74,-0.9122861142929242
75,0.4144028216101936
76,-0.26739469263650006
77,-0.4884269387224487
78,0.36375553606218736
79,0.008627194837046725
80,-1.0101227098481158
81,0.6127998759467193
82,-0.6828395791107693
83,0.10890462242746102
84,-0.27915241050587236
85,-0.24507939647590926
86,-0.2614618430678856
87,-0.634723053886995
88,-0.20727214305441785
89,-0.07298616145772321
90,0.06944705376008924
91,0.5436595616359509
92,0.25175294447637087
93,0.2748014804840627
94,-0.003313706858614607
95,-0.4726936020790459
96,0.16644439721649357
97,-0.5071561275704408
98,0.22174200619627685
99,0.19017062148729255
100,-0.5315310605812184
101,0.5150033804189421
102,-0.49628318830991114
103,0.18235175193261516
104,0.6228686189345215
105,0.6451652397955175
106,-0.5532043339542934
107,0.30601330229473744
108,-2.1779858727722856
109,0.41123039404344397
110,-1.0631263087610334
111,-0.2917802443058374
112,-0.17160602202970635
113,0.06618261695229197
114,0.17208966167669532
115,0.5475450385386301
116,0.09625884949736803
117,0.48889531301150313
118,0.6213630312812441
119,-0.03407714530828572
120,0.06521983757422098
121,-0.5426324415754792
122,-0.5476418630749936
123,0.10459739914221156
124,0.02596574507952264
125,0.2981481242234828
126,0.38368289723364424
127,0.14725971351974207
128,0.12313088999865222
129,0.545762903441146
130,0.3394720202950988
131,0.3496442714212789
132,0.431112083272916
133,0.0282718106144756
134,0.5097839824579804
135,0.46768957838785746
136,0.46326011161778285
137,0.6587868648000013
138,-0.27395771882913256
139,-0.07254154340413722
140,-0.6040734600358735
141,-0.09921991779772096
142,0.5877115831325495
143,0.5498645638108026
144,0.5912142085504752
145,0.5481058901829593
146,0.24081137758050825
147,0.3262040435022383
148,-0.26899224642512787
149,0.6620543967473022
150,-0.7167293385261442
151,-0.3320022191020591
152,-0.2597891618708282
153,-0.04217308579792387
154,-0.19612266310847842
155,0.6572391203223107
156,0.480632984954529
157,0.29536787526897923
158,0.521396211717349
159,0.17485798488540907
160,-0.9138423176281663
161,-0.22817466665128058
162,0.45473086633554927
163,0.4743330484252447
164,0.28537791915424526
165,0.16569954895749495
166,-0.4969310521422915
167,0.6000695283292098
168,0.5687523474332952
169,0.5260006431148507
170,-0.04026245808329432
171,0.2624997438850035
172,0.1713753080595725
173,0.3482684803780274
174,0.14583600034982375
175,-0.15494769832773747
176,-0.21736857893502695
177,0.28728860149845636
178,0.1293413912559747
179,0.2527472107878626
180,0.18547991346900478
181,0.47013828270514857
182,0.1498510876088186
183,-0.33976108902382995
184,-0.2385879326813746
185,-0.009917833695418455
186,0.3861964504139671
187,-0.1794195721841491
188,0.05593173217228982
189,0.057007161021872844
190,0.12483490560866035
191,0.5450510381423379
192,-0.1482414076625222
193,0.6809490149763955
194,-0.5375022147664239
195,0.6731868311695166
196,-0.24857598959894317
197,0.17338226611121446
198,0.6168700358501336
199,0.13790309591982938
200,0.6027811048186741
201,0.6380021608921046
202,0.3246030654506261
203,0.533242918095166
204,-0.09891964193533533
205,0.41173219117765647
206,0.17739765157569315
207,0.04895294138980736
208,0.6186469747169484
209,-0.3163381549946327
210,-0.2338667506867198
211,0.6326174842716281
212,0.6479316332516165
213,-0.089734792482171
214,0.17169996539734633
215,0.44072973709761687
216,0.4173490320764306
217,0.5591836518889408
218,0.5806112156283992
219,0.2862836009567623
220,0.5361362142458029
221,0.14372523891790062
222,0.2629513053993815
223,-0.08400539261997038
224,0.5738622698548006
225,0.6937841409546734
226,0.4861239863688348
227,0.6466611902055375
228,0.675023848757428
229,0.6137011859487878
230,0.5854855157538191
231,0.6286704483482723
232,-0.08534063383892368
233,0.3211171615863799
234,0.4300233445351799
235,0.6691547807518002
236,0.5746258407461802
237,0.18569993573591348
238,0.6303229427273929
239,0.6835430018943571
240,0.47460843952464826
241,-0.253861654724211
