,old_pre_1,old_pre_2,old_pre_3,old_pre_4,old_pre_5,old_post_1,old_post_2,old_post_3,old_post_4,old_post_5,new_pre_1,new_pre_2,new_pre_3,new_pre_4,new_pre_5,new_post_1,new_post_2,new_post_3,new_post_4,new_post_5
0,0.6248431366700352,0.7870479501587514,0.7901904176828698,0.7723887711489628,0.8153215341660205,0.7042266518228573,-7.1010288934312475,0.7265528893878922,0.6331994000062944,0.7533709354838001,-1.6379851909690615,0.7597454923991481,0.6776519641302519,0.68612572748883,0.7815624013367208,0.6860911762698282,0.8031687227319291,0.7388640714106769,0.7790420844311752,0.8252395333370857
1,0.6680511786503688,0.7540311360960817,0.7649582857525111,0.6884924656600458,0.7592627128134335,0.12209948636444766,-3.781664339981315,0.7014852490114319,0.7193108197657806,0.566653422734041,-0.38744755245979595,-1.234552990406004,-1.8190933530104372,-3.979136177272703,0.7682331052284888,0.7515612717333853,0.7663711048441022,0.6822130781538904,0.7931478546873244,0.7573574358020585
2,-6.580911148030475,0.7234006658063239,0.7361810154947057,0.5346277699846795,0.8021630824987548,0.7252168134487361,-2.2068813756682504,-2.354632137902249,-3.9253637110740174,0.6449419924977815,-3.2132377509695864,0.7869099676743057,0.5017226073394548,0.7412002838123688,0.8137412693862702,0.7370026716616339,0.7470035023922447,0.7893552535115956,0.8036779495292834,0.7831487676071073
3,-3.6715308575763084,0.8066215077453746,0.2547687942517674,0.7259370422579295,0.7581190031611814,-2.1562311829439866,0.7815040276675685,0.4322068245108109,0.7184634515174734,0.7492523382309276,-2.7437923170302465,0.7347739105337127,0.7345741255355072,-2.1207269418039147,0.7658144980972368,0.7301455226656544,0.7248396407077895,0.739523319131095,0.7687186147923418,0.819160441457102
4,-2.9181421631520927,0.7523493347040044,0.8134628346172735,0.786312939787031,0.7402741327009078,-2.508096552813703,-2.3336320853115926,-4.174505036175461,0.31323019991410544,0.776350054194004,0.1965170467650546,-2.266075257322633,0.5044593846627367,-2.6440733544982344,-1.2432091185986442,0.6278517565229248,0.8187392396296066,0.7625643746520723,0.6830073024008319,0.8078607826206728
5,0.6531740566395182,-1.8524793542627247,0.7697725642748652,0.7310475472734982,0.7460643920477336,-5.91060502439354,-1.0335965787556984,0.46952722593277024,0.5338590270891721,0.7359242184919563,-1.2664583421289974,0.6918389636775385,0.6443926373755267,0.6920055107298378,0.7148000727831028,0.4611504957995681,0.7731818107491971,0.7570830614613124,0.7847422487524333,0.7970630448216537
6,-5.318867493841525,0.7266468924720776,0.7766713744240361,0.6790095550884738,0.8053148675625356,0.7012890344949052,0.5340394785498735,0.7346025912498106,0.7860164904730274,0.7471484858586696,-1.6141466871158054,0.8021420357443072,0.5551718038903968,-1.8591442021354425,0.7205881063240224,0.7885173189957526,0.8243411447384854,0.7368241481652963,0.8102353679908086,0.8095192976866389
7,-5.656623257157006,0.7503545542869884,0.7390821034552786,0.7515849120201888,0.7059439357088682,0.7018288211235333,-1.8574781856540434,-4.306553272329307,0.721257455470118,0.7371564909546816,-5.047519409931131,0.7550390100104735,0.7979644356174065,0.46498112684752363,0.7881853381635727,0.6903700552098809,0.7205770221692097,0.7519107297227443,0.7520239337234098,0.8135250588630042
8,-3.6865723340370677,0.7978632171004114,0.8100079595966834,0.6815300338361664,0.7430816784910653,-6.130099526409043,-3.4596823763500297,-1.6370471886271565,0.7822713647764944,0.7426529533708993,-6.102402994058241,-0.3181532257227751,0.7298291352540107,-2.0446427406907506,0.7955007089093543,0.6772132860100513,0.8065383692234326,0.7670912426863771,0.7968622303382416,0.7924987041569982
9,-7.3135555405421435,0.784922837366276,0.7630190316926321,0.8380587194929257,0.7349639539728983,0.7115352708236721,-3.1511581437817378,0.8154846894794014,0.7065967413002441,0.7640109202760956,0.7011339778180448,0.6375033839459447,-1.3885224037838253,0.756434266085814,0.7387978404598198,0.7185728176348027,0.7841144103418716,0.7718303598960202,0.7464910659285197,0.7747430586528861
10,-6.261133985994302,0.729459422725179,0.7512739160777813,0.8053556394997788,0.6821326011321965,0.7236309130736289,-6.150048572835277,0.7427500771510722,0.7313277439382004,0.721486004794583,0.6882263206291662,0.717928075044069,-0.897609000499505,-1.3757735812421845,0.7514698326936836,-1.0970154600579876,0.8325080394617951,0.7841253027647447,0.7393815315461716,0.7566869006374349
11,0.669335327403597,0.7636195223336627,0.7969410665896792,0.7837967223737391,0.8084483387381672,0.6878614779014137,-1.0065510999171656,0.7333195964474678,0.7534792689491187,0.7013942339702502,-5.869407838045828,0.7443514438275188,0.7286456214628189,0.8113935795114254,0.7142455143282188,0.7417513800317654,0.8266977677534184,0.7977630268228283,0.7721927239252117,0.7667642636279443
12,-1.3200143355411165,0.7672658486729073,0.8149647403106525,0.7390442535773062,0.8024580256480924,0.3451534144123082,0.4946336852459353,0.07092002302875033,0.7290585744569175,0.7546170532248739,0.6089607022970385,-7.063979224083774,0.6827528150998521,0.7495538286414583,0.7622061734796372,0.5979361465747515,0.8157685288747909,0.7607773544087264,0.7971920145549541,0.8017866668147704
13,0.6575854509521738,0.7494478733700187,0.7869174961551234,0.8020786426344645,-0.8654490517945592,-1.8395280858752887,-6.0453242726247005,0.75915922796796,0.8062185875156203,0.5792395138674675,-2.3035477952901604,0.7421166686570976,0.7757222321071151,0.6949621252228922,0.7738854827125613,0.625944702759889,0.7273956175420255,0.7106591412711494,0.7931658319842738,0.7887141802766611
14,-4.879694802611285,0.7481101248837768,0.7911614017085,0.7182727698136236,0.7983616885053603,-2.0444162689711205,-0.8053028719987668,0.7353296092320711,0.7655244968087953,0.7778331522356249,-1.51015393834606,-0.01552472104853497,0.684853319869429,-1.4039911046500344,0.7387638476297498,0.7620812172786773,0.8057792768396316,0.7104499822353572,0.8032619603869261,0.7452290153675156
