,new_2
0,0.4095146309880834
1,0.30961362602610876
2,0.6732966412549429
3,0.5132100950032665
4,0.29284512610416413
5,0.3846498396353943
6,0.2891190399661501
7,0.6858936576691959
8,-0.05142105828742698
9,0.08811481249534345
10,0.30854127707307677
11,0.5369522019529722
12,0.6791289429378347
13,0.7522485877442443
14,0.7468681531536473
15,0.7316396630304657
16,0.7443606605762796
17,0.7389087767390218
18,0.5251264093261165
19,0.5056199000352442
20,0.7442163595170108
21,0.758893342656946
22,0.7471640021970086
23,0.5565694520964749
24,0.7454170230880001
25,0.7556073690683082
26,0.6446611168826344
27,0.05858912788129541
28,0.7228317155086328
29,0.7253051747586297
30,0.7634153320559958
31,0.7471599647866222
32,0.7565218864863287
33,0.7407263432582418
34,0.7551556144839976
35,0.7495606242995664
36,0.7573906673462214
37,0.4548625367794209
38,0.6919806345385375
39,0.7528827121682534
40,0.7226576140238752
41,0.42220764706069247
42,0.7366063564771577
43,0.7564840643660308
44,0.7228692280294753
45,0.41775874461115947
46,0.7601615881419859
47,0.5073953872620109
48,0.7625684148329371
49,0.7078298751529603
50,0.7507677665572776
51,0.7375595362149834
52,0.5337258324989577
53,0.7865022066447395
54,0.7631997030131241
55,0.7293900594301712
56,0.6348194866348236
57,0.7606050263293235
58,0.6535853736560967
59,0.4823893997016223
60,0.7441836581245755
61,-0.006091021060058788
62,0.7580184346341428
63,0.7728142035508444
64,0.7664870620417613
65,0.7477534992053212
66,0.7245131232904103
67,0.6869151803512656
68,-0.2649170890017118
69,0.7801800578724992
70,0.3337275371782499
71,0.7601425919653273
72,0.7426201808238648
73,0.756375200564243
74,0.7662467395542364
75,0.7246194387815567
76,0.7750010115910982
77,0.5139377328579355
78,0.7270267323787093
79,0.7555656837136243
80,0.5475375924742354
81,0.7575577510239832
82,0.4772710269791573
83,0.7155604806568626
84,0.7720071090129307
85,0.7606415599174952
86,0.7337022439494044
87,0.755835580835928
88,0.7526382948782872
89,0.3457853260161244
90,0.7506530113678108
91,0.7733014748061364
92,0.717530840165106
93,0.7505280601917599
94,0.7578593644076733
95,0.7579587174527479
96,0.7717642378199432
97,0.5268622790547424
98,0.7702986434369646
99,0.7299330225651539
100,0.7645381892880329
101,0.73590048126621
102,0.7731098171251191
103,0.4630568900771432
104,0.7631718849561323
105,0.7604405039344985
106,0.7532528040281992
107,0.7924845896836737
108,0.5448648689394412
109,0.5556714147525581
110,0.7663686610201749
111,0.7705653141383737
112,0.7624794510196462
113,0.7476015555943911
114,0.5051776281422149
115,0.7894640144914825
116,0.6897854037212042
117,0.7410130549888299
118,0.7576384826342005
119,0.7790542857892236
120,0.7546473158552162
121,0.7563252094758954
122,0.7148521900287277
123,0.7496941835038619
124,0.763499762816666
125,0.7745425676999903
126,0.7598833073013963
127,0.5845054036719477
128,0.7574423782133939
129,0.23127262967153928
130,0.7759709903988121
131,0.743737697107218
132,0.7629406426735936
133,0.7597544015775349
134,0.7787464766016606
135,0.7629550968588721
136,0.7571081261177771
137,0.7241091108220398
138,0.7300753553570132
139,0.36586991982703154
140,0.7549526648813556
141,0.7756017432264
142,0.7487443913402523
143,0.4032159304313785
144,0.7780387778535675
145,0.5529572242878387
146,0.7862012964083308
147,0.7780751193610662
148,0.7761245939826401
149,0.7717241405456546
150,0.7678600086720946
151,0.7118138375770342
152,0.7884102274826803
153,0.7872058980878066
154,0.7829363717328269
155,0.7841139469081085
156,0.7743430172210349
157,0.7712891586143938
158,0.764582246351749
159,0.7406026584577741
160,0.7631455402768125
161,0.768738069692484
162,0.7639619251612888
163,0.7894366418805672
164,0.7114803891902356
165,0.7804700875723729
166,0.7825637854419492
167,0.7843025745607531
168,0.7847211839318082
169,0.7611297036498973
170,0.7464172213675502
171,0.7717240076716204
172,0.7553962551435089
173,0.5456813219891953
174,0.7654531165985687
175,0.7727035997557612
