,new_4
0,0.7468119524088725
1,0.46465419368806266
2,0.2161780411205137
3,0.7289191598772856
4,0.7621655110575618
5,0.7381931784236627
6,0.7508369597205009
7,0.7295379332282107
8,0.5531442017089934
9,0.7041296191455004
10,0.6422457758916666
11,0.5565717220022809
12,0.7611114834107192
13,0.4557847082834252
14,0.7506507991448279
15,0.7656672390937314
16,0.7224760326830495
17,0.761480966383249
18,0.7692107349437434
19,0.7396378502454375
20,0.7507036827479855
21,0.7310540510744874
22,0.7565087716094492
23,0.7328789255196672
24,0.7432657907233666
25,0.3781261161171242
26,-0.254187627631029
27,0.7053434909350224
28,0.7412309036599101
29,0.5705808280371523
30,0.763183566661686
31,0.7619619214231519
32,0.6749366650621047
33,0.7647523340020761
34,0.7043785773492666
35,0.2924776566369299
36,0.7544328502423305
37,0.747569814360966
38,0.3967247498156058
39,0.03434396420233883
40,0.7840340088752314
41,0.7467721305606523
42,0.7705563947264518
43,0.7466353169469957
44,0.7836085306369831
45,0.7512809883512629
46,0.7424562686985882
47,0.7636255275975011
48,0.6460462844763366
49,0.771866235211253
50,0.7637166246978719
51,0.7679375060470898
52,0.7656090479956047
53,0.7601338604701613
54,0.7347085193226925
55,0.6939405526146937
56,0.7767347473720403
57,0.7835566938061568
58,0.7725002087576972
59,0.7590809435935499
60,0.7488335461645166
61,0.36285735873061575
62,0.7682284394437628
63,0.783084574274293
64,0.5368996751271116
65,0.7623573156970228
66,0.7383144282517934
67,0.7685913805692841
68,0.7596320272170859
69,0.7642938494587719
70,0.7488907957835178
71,0.7711438261087153
72,0.7775468095631053
73,0.7513062385937802
74,0.7698001569020083
75,0.7652414846577659
76,0.7594965024012259
77,0.7507496936525648
78,0.7657650821902156
79,0.7222587900283605
80,0.7470902393681536
81,0.46735289057993795
82,0.6267216581607798
83,0.7602157843489448
84,0.5811047418544771
85,0.7889498556074573
86,0.37262029903798866
87,0.7885677084175182
88,0.7365484911538559
89,0.7654693345382667
90,0.7670966502266157
91,0.7617492728977477
92,0.7639141457669274
93,0.7534626255600485
94,0.7632181582178815
95,0.7484229002719094
96,0.5200046331907169
97,0.7584911400318529
98,0.7422793775902236
99,0.7765987513461161
100,0.5348391663588592
101,0.7701519792715192
102,0.6619928890441008
103,0.7793318255332495
104,0.7724100593707004
105,0.7754306422885014
106,0.7862859664092572
107,0.7282172094030573
108,0.7799384518020396
109,0.7592000721907586
110,0.7073453484312515
111,0.7631602858394883
112,0.6631898320506112
113,0.7698218448030996
114,0.7875112177777671
115,0.7714912295255276
116,0.6516809344626537
117,0.7460457784133969
118,0.7455013914803634
119,0.7648077834171908
120,0.7707627020232231
121,0.7533429388150965
122,0.7645934537805348
123,0.7619814459096385
124,0.7449236168825863
125,0.7574153444338183
126,0.767994913339608
127,0.7617574812046454
128,0.7600686835161069
129,0.7748326887529451
130,0.7861265214108435
131,0.7512234689461746
132,0.7529005934731472
133,0.7534144363570138
134,0.7890931927489312
135,0.7857349503302004
136,0.7603987237373959
137,0.7791415409721936
138,0.7734785953755468
139,0.7784886609687162
140,0.7416924004730552
141,0.6914952830905299
142,0.7207893402261368
143,0.7855049606549922
144,0.7389295902846492
145,0.7739112821240642
146,0.7581955641296553
147,0.7708014072219903
148,0.6642704116688011
149,0.5677901757251473
150,0.7688982952389943
151,0.7389057600242201
152,0.7732844671860398
153,0.7652718702066116
154,0.728439233426337
155,0.7790457710209229
156,0.7298981215426897
157,0.7736912835526356
158,0.529624565717765
159,0.7643758561186873
160,0.7641311713170174
161,0.7452364836509597
162,0.772453020028312
163,0.7819069853731423
164,0.7658721351072583
165,0.7802146976399633
166,0.7610953294578259
167,0.7752194333163439
168,0.675228912571125
169,0.46165544512900947
170,0.43127237701880705
171,0.760214918886214
172,0.7666474690769342
173,0.723140700657552
174,0.7677606833968055
175,0.7699071790966671
176,0.6361369748473359
177,0.7616113181909386
178,0.7534821952797299
179,0.7606919342174486
180,0.7863029303147279
181,0.7247747918992956
