,new_3
0,0.4487093224994658
1,-0.1377220835070192
2,-0.22022009926970115
3,-0.7766650012197335
4,0.454551218266608
5,0.544728906676464
6,0.2131102615334723
7,0.4104590762028037
8,0.3888561186485395
9,-0.3067092444057381
10,-0.018174967047577307
11,0.4010213982475187
12,0.5720420095724259
13,0.49316238148077296
14,0.5277452464527131
15,0.7073820093829696
16,0.1562856900658594
17,0.7278857041541271
18,0.7243411992377706
19,0.7579874178263137
20,0.7610303009918348
21,0.7252339664542022
22,0.7349506297293472
23,0.5337392879502921
24,0.684825239718359
25,0.7385497348734005
26,0.7481659681073772
27,0.7404652081787579
28,0.7311376744221816
29,0.7541462227767923
30,0.6473258625261633
31,0.7575783576492945
32,0.761647756927135
33,0.42380330847797537
34,0.4808545754624549
35,-1.0906373695453075
36,0.09178696678553289
37,0.5322586295932985
38,0.11524868231861377
39,0.08952629926139095
40,0.7697005565004293
41,0.38974244771924843
42,0.6573492635427989
43,0.7555213982364773
44,0.7301968184515946
45,0.7147136339515759
46,0.7668912184761921
47,0.716994330741784
48,0.7008677193558848
49,0.7625018978014311
50,0.7275987103665553
51,0.49409150882074543
52,0.7733497245014589
53,0.7767218499156673
54,0.7696633272996198
55,0.7161897280834534
56,0.7658979687262473
57,0.7572688452065226
58,0.3384376275152263
59,0.7709432385171509
60,0.7192438108824925
61,0.7639626381149679
62,0.7438463925251264
63,0.7566470904092684
64,0.7669576539756094
65,0.7466154365862453
66,0.7535949694020894
67,0.7739377710498534
68,0.7311669267730416
69,0.77221468733575
70,0.7461851670222662
71,0.7678543429120381
72,0.7600110528297338
73,0.4828289943962921
74,0.7231135116514766
75,0.32693604541260746
76,0.7643154199511294
77,0.7619747198923077
78,0.746456331694249
79,0.7742811902705753
80,0.7705118121451237
81,0.7529083574493077
82,0.7428857613252595
83,0.6713380434764188
84,0.7738727596883279
85,0.5381995590298011
86,0.6102113060495664
87,0.7757090181839091
88,0.743612639862404
89,0.7448310446205731
90,0.7656768296380606
91,0.7621658572604887
92,0.7786326565920232
93,0.7381704686609832
94,0.7467467129865878
95,0.7694717675732173
96,0.7746905078311426
97,0.7591129912047593
98,0.7704647879968712
99,0.7684964302711643
100,0.7616347075055852
101,0.7701545549606724
102,0.7717458934608059
103,0.7784296609130591
104,0.7385329113918382
105,0.5431975676135866
106,0.7904412331018096
107,0.768279104626095
108,0.7790109979270915
109,0.7538591594693831
110,0.43894345642754234
111,0.7548133953460133
112,0.7538543777604303
113,0.758327176154898
114,0.7499335495449034
115,0.7904067243293332
116,0.7747464676822928
117,0.7391906894874285
118,0.7747680373192583
119,0.7088520994831791
120,0.7832093734528096
121,0.4561196909506299
122,0.763194515647813
123,0.7645665703925967
124,0.7612010812469636
125,0.7809434392362584
126,0.7704884839307423
127,0.7358608398517973
128,0.7755204939587473
129,0.7724844451900421
130,0.7587347995776288
131,0.7702845776623838
132,0.6093240354989038
133,0.7796724480143912
134,0.46993934644121865
135,0.772312195530138
136,0.7597063106847874
137,0.7651945942675203
138,0.6754428281628813
139,0.7701067001773387
140,0.7674901517819114
141,0.7685039171337288
142,0.7810849377211686
143,0.7841077881748568
144,0.7787366135922816
145,0.7816452411434611
146,0.7745917384957564
147,0.7772018517692344
148,0.7700422104626147
149,0.776010842013938
150,0.7788989995269788
151,0.782857406502329
152,0.7757383978773222
153,0.6171707560399853
154,0.7199634051121533
155,0.755002414650737
156,0.7665018634158327
157,0.7478681341706283
158,0.75737649526643
159,0.7599897870920234
160,0.7699248518429622
161,0.7658415936009114
162,0.7819730936683722
163,0.6243053532015573
164,0.7710346970079721
165,0.7677984539981628
166,0.7542569658697236
167,0.7668021523204736
168,0.7664772350024951
169,0.6231404862035597
170,0.7814797197405489
171,0.7619359035868513
172,0.7706350743397568
173,0.7209209289270484
174,0.7805729635562941
175,0.7867255542762864
176,0.4706229693001219
177,0.7598338936871496
178,0.7882438245661089
179,0.7663497595662202
